The data obtained from the Suwannee River Water Management District (SRWMD) may be provisional and subject to,,,,,,,,,,,,,,,,,,,
"revision. The SRWMD specifically disclaims any warranty, either expressed or implied, including but not limited to the",,,,,,,,,,,,,,,,,,,
the implied warranties of merchantability and fitness for a particular use. The entire risk as to quality and performance,,,,,,,,,,,,,,,,,,,
"is with the user. In no event will the SRWMD be liable for any direct, indirect, incidental, special, consequential,  or",,,,,,,,,,,,,,,,,,,
SRWMD,02322350,Mean,10/25/2021,22.66,Provisional,401.9,Provisional,7.421,Provisional,4.82562,Provisional,55.93812,Provisional,2.67187,Provisional,0.72,Provisional,-1.24875,Provisional
SRWMD,02322350,Mean,10/26/2021,22.62,Provisional,401.1,Provisional,7.429,Provisional,4.86729,Provisional,56.39708,Provisional,2.67708,Provisional,0.67,Provisional,-1.07104,Provisional
SRWMD,02322350,Mean,10/27/2021,22.57,Provisional,400.7,Provisional,7.433,Provisional,4.94354,Provisional,57.22354,Provisional,2.67958,Provisional,0.53,Provisional,-1.04188,Provisional
SRWMD,02322350,Mean,10/28/2021,22.6,Provisional,400.8,Provisional,7.429,Provisional,4.84125,Provisional,56.06042,Provisional,2.67208,Provisional,0.38,Provisional,-1.55354,Provisional
SRWMD,02322350,Mean,10/29/2021,22.57,Provisional,400.5,Provisional,7.443,Provisional,4.90521,Provisional,56.78312,Provisional,2.67917,Provisional,0.24,Provisional,-1.245,Provisional
SRWMD,02322350,Mean,10/30/2021,22.54,Provisional,399.7,Provisional,7.441,Provisional,4.97021,Provisional,57.48667,Provisional,2.68479,Provisional,0.16,Provisional,-1.08771,Provisional
SRWMD,02322350,Mean,10/31/2021,22.52,Provisional,399.2,Provisional,7.436,Provisional,4.99229,Provisional,57.73396,Provisional,2.6875,Provisional,0.08,Provisional,-1.08833,Provisional
SRWMD,02322350,Mean,11/01/2021,22.55,Provisional,398.3,Provisional,7.444,Provisional,4.98917,Provisional,57.72271,Provisional,2.68687,Provisional,0.05,Provisional,-1.0325,Provisional
SRWMD,02322350,Mean,11/02/2021,22.58,Provisional,397.8,Provisional,7.438,Provisional,4.93625,Provisional,57.14333,Provisional,2.69187,Provisional,0.05,Provisional,-0.99958,Provisional
SRWMD,02322350,Mean,11/03/2021,22.58,Provisional,397.3,Provisional,7.438,Provisional,4.93896,Provisional,57.17333,Provisional,2.68917,Provisional,0.04,Provisional,-0.97708,Provisional
SRWMD,02322350,Mean,11/04/2021,22.57,Provisional,396.9,Provisional,7.444,Provisional,4.94479,Provisional,57.23312,Provisional,2.69208,Provisional,0.09,Provisional,-0.96375,Provisional
SRWMD,02322350,Mean,11/05/2021,22.48,Provisional,396.2,Provisional,7.434,Provisional,4.91687,Provisional,56.81104,Provisional,2.68771,Provisional,0.08,Provisional,-1.10646,Provisional
SRWMD,02322350,Mean,11/06/2021,22.41,Provisional,397.1,Provisional,7.44,Provisional,5.00833,Provisional,57.78667,Provisional,2.67146,Provisional,0.05,Provisional,-1.31292,Provisional
SRWMD,02322350,Mean,11/07/2021,22.51,Provisional,395.7,Provisional,7.455,Provisional,4.99833,Provisional,57.80125,Provisional,2.69083,Provisional,0.04,Provisional,-1.07104,Provisional
SRWMD,02322350,Mean,11/08/2021,22.49,Provisional,395.6,Provisional,7.459,Provisional,5.02562,Provisional,58.08583,Provisional,2.35542,Provisional,0.05,Provisional,-0.99854,Provisional
SRWMD,02322350,Mean,11/09/2021,22.49,Provisional,395.6,Provisional,7.447,Provisional,5.00208,Provisional,57.81292,Provisional,2.69042,Provisional,0.06,Provisional,-1.01313,Provisional
SRWMD,02322350,Mean,11/10/2021,22.5,Provisional,396.8,Provisional,7.447,Provisional,4.93771,Provisional,57.07146,Provisional,2.68333,Provisional,0.06,Provisional,-1.515,Provisional
SRWMD,02322350,Mean,11/11/2021,22.54,Provisional,397.5,Provisional,7.437,Provisional,4.83083,Provisional,55.87,Provisional,2.66208,Provisional,0.1,Provisional,-1.80896,Provisional
SRWMD,02322350,Mean,11/12/2021,22.54,Provisional,397.5,Provisional,7.444,Provisional,4.83312,Provisional,55.90479,Provisional,2.65771,Provisional,0.1,Provisional,-1.75688,Provisional
SRWMD,02322350,Mean,11/13/2021,22.48,Provisional,397.4,Provisional,7.449,Provisional,4.86271,Provisional,56.18562,Provisional,2.6575,Provisional,0.09,Provisional,-1.70063,Provisional
SRWMD,02322350,Mean,11/14/2021,22.35,Provisional,396.9,Provisional,7.466,Provisional,5.03437,Provisional,58.03042,Provisional,2.66854,Provisional,0.07,Provisional,-1.53125,Provisional
SRWMD,02322350,Mean,11/15/2021,22.38,Provisional,396.7,Provisional,7.468,Provisional,5.02937,Provisional,58.00375,Provisional,2.67479,Provisional,0.08,Provisional,-1.39354,Provisional
SRWMD,02322350,Mean,11/16/2021,22.43,Provisional,396.6,Provisional,7.459,Provisional,5.0075,Provisional,57.81625,Provisional,2.68062,Provisional,0.08,Provisional,-1.28854,Provisional
SRWMD,02322350,Mean,11/17/2021,22.51,Provisional,383.8,Provisional,7.412,Provisional,5.14479,Provisional,59.48104,Provisional,2.57408,Provisional,0.25,Provisional,-0.67833,Provisional
SRWMD,02322350,Mean,11/18/2021,22.59,Provisional,404.5,Provisional,7.442,Provisional,4.87292,Provisional,56.43125,Provisional,2.68542,Provisional,1.15,Provisional,-0.18542,Provisional
SRWMD,02322350,Mean,11/19/2021,22.59,Provisional,404.1,Provisional,7.455,Provisional,4.87354,Provisional,56.42937,Provisional,2.68312,Provisional,0.08,Provisional,-0.20458,Provisional
SRWMD,02322350,Mean,11/20/2021,22.55,Provisional,404,Provisional,7.463,Provisional,4.91812,Provisional,56.90417,Provisional,2.68521,Provisional,13.15,Provisional,-0.24167,Provisional
SRWMD,02322350,Mean,11/21/2021,22.6,Provisional,403.6,Provisional,7.463,Provisional,4.87,Provisional,56.3925,Provisional,2.68583,Provisional,1.22,Provisional,-0.28063,Provisional
SRWMD,02322350,Mean,11/22/2021,22.58,Provisional,403.4,Provisional,7.465,Provisional,4.88208,Provisional,56.51312,Provisional,2.68042,Provisional,1.84,Provisional,-0.27542,Provisional
SRWMD,02322350,Mean,11/23/2021,22.47,Provisional,403.2,Provisional,7.479,Provisional,5.01687,Provisional,57.94333,Provisional,2.68479,Provisional,0.1,Provisional,-0.30563,Provisional
SRWMD,02322350,Mean,11/24/2021,22.48,Provisional,403,Provisional,7.477,Provisional,5.01958,Provisional,58.00521,Provisional,2.68771,Provisional,0.13,Provisional,-0.28792,Provisional
SRWMD,02322350,Mean,11/25/2021,22.53,Provisional,403.2,Provisional,7.474,Provisional,4.965,Provisional,57.43437,Provisional,2.68271,Provisional,16.39,Provisional,-0.33688,Provisional
SRWMD,02322350,Mean,11/26/2021,22.51,Provisional,403,Provisional,7.479,Provisional,4.96167,Provisional,57.35396,Provisional,2.68146,Provisional,0.11,Provisional,-0.3575,Provisional
SRWMD,02322350,Mean,11/27/2021,22.45,Provisional,402.6,Provisional,7.495,Provisional,5.055,Provisional,58.38042,Provisional,2.6825,Provisional,0.06,Provisional,-0.37688,Provisional
SRWMD,02322350,Mean,11/28/2021,22.49,Provisional,402.2,Provisional,7.491,Provisional,4.99125,Provisional,57.68833,Provisional,2.68667,Provisional,0.17,Provisional,-0.4125,Provisional
SRWMD,02322350,Mean,11/29/2021,22.5,Provisional,401.4,Provisional,7.488,Provisional,5.005,Provisional,57.8375,Provisional,2.68812,Provisional,0.07,Provisional,-0.43458,Provisional
SRWMD,02322350,Mean,11/30/2021,22.46,Provisional,399.3,Provisional,7.492,Provisional,5.06396,Provisional,58.4875,Provisional,2.69125,Provisional,-0.03,Provisional,-0.45063,Provisional
SRWMD,02322350,Mean,12/01/2021,22.5,Provisional,398.8,Provisional,7.485,Provisional,5.02521,Provisional,58.08604,Provisional,2.69083,Provisional,-0.04,Provisional,-0.48229,Provisional
SRWMD,02322350,Mean,12/02/2021,22.52,Provisional,398.2,Provisional,7.483,Provisional,5,Provisional,57.82208,Provisional,2.68729,Provisional,-0.04,Provisional,-0.45333,Provisional
SRWMD,02322350,Mean,12/03/2021,22.54,Provisional,397.1,Provisional,7.479,Provisional,4.98729,Provisional,57.69646,Provisional,2.68,Provisional,-0.05,Provisional,-0.10104,Provisional
SRWMD,02322350,Mean,12/04/2021,22.56,Provisional,396.4,Provisional,7.475,Provisional,4.96604,Provisional,57.47729,Provisional,2.69,Provisional,-0.04,Provisional,-0.01271,Provisional
SRWMD,02322350,Mean,12/05/2021,22.56,Provisional,395.7,Provisional,7.475,Provisional,4.95937,Provisional,57.3925,Provisional,2.70104,Provisional,-0.03,Provisional,-0.37938,Provisional
SRWMD,02322350,Mean,12/06/2021,22.56,Provisional,396.3,Provisional,7.475,Provisional,4.94042,Provisional,57.17437,Provisional,2.69875,Provisional,0.21,Provisional,-0.42167,Provisional
SRWMD,02322350,Mean,12/07/2021,22.62,Provisional,396.5,Provisional,7.467,Provisional,4.88292,Provisional,56.56729,Provisional,2.69083,Provisional,-0.05,Provisional,-0.43479,Provisional
SRWMD,02322350,Mean,12/08/2021,22.62,Provisional,395.5,Provisional,7.467,Provisional,4.86458,Provisional,56.37292,Provisional,2.69229,Provisional,0.02,Provisional,-0.38688,Provisional
SRWMD,02322350,Mean,12/09/2021,22.58,Provisional,394.9,Provisional,7.469,Provisional,4.87021,Provisional,56.36937,Provisional,2.70562,Provisional,0.12,Provisional,-0.4075,Provisional
SRWMD,02322350,Mean,12/10/2021,22.6,Provisional,394.2,Provisional,7.466,Provisional,4.90583,Provisional,56.825,Provisional,2.70229,Provisional,-0.03,Provisional,-0.47146,Provisional
SRWMD,02322350,Mean,12/11/2021,22.62,Provisional,393.3,Provisional,7.465,Provisional,4.88021,Provisional,56.54042,Provisional,2.70604,Provisional,-0.03,Provisional,-0.45354,Provisional
SRWMD,02322350,Mean,12/12/2021,22.6,Provisional,393.1,Provisional,7.461,Provisional,4.83229,Provisional,55.95917,Provisional,2.70417,Provisional,-0.05,Provisional,-0.43917,Provisional
SRWMD,02322350,Mean,12/13/2021,22.58,Provisional,391.1,Provisional,7.467,Provisional,4.91708,Provisional,56.92083,Provisional,2.70021,Provisional,-0.03,Provisional,-0.48167,Provisional
SRWMD,02322350,Mean,12/14/2021,22.58,Provisional,389.6,Provisional,7.468,Provisional,4.94542,Provisional,57.25396,Provisional,2.68,Provisional,-0.06,Provisional,-0.49854,Provisional
SRWMD,02322350,Mean,12/15/2021,22.61,Provisional,387.9,Provisional,7.462,Provisional,4.89437,Provisional,56.69,Provisional,2.69208,Provisional,-0.05,Provisional,-0.50167,Provisional
SRWMD,02322350,Mean,12/16/2021,22.63,Provisional,386.5,Provisional,7.461,Provisional,4.86958,Provisional,56.43687,Provisional,2.68333,Provisional,-0.05,Provisional,-0.50229,Provisional
SRWMD,02322350,Mean,12/17/2021,22.62,Provisional,385.7,Provisional,7.459,Provisional,4.87104,Provisional,56.44833,Provisional,2.68667,Provisional,-0.06,Provisional,-0.49271,Provisional
SRWMD,02322350,Mean,12/18/2021,22.61,Provisional,384.7,Provisional,7.462,Provisional,4.90479,Provisional,56.81875,Provisional,2.68771,Provisional,-0.05,Provisional,-0.46792,Provisional
SRWMD,02322350,Mean,12/19/2021,22.63,Provisional,384,Provisional,7.458,Provisional,4.86521,Provisional,56.3775,Provisional,2.68833,Provisional,-0.07,Provisional,-0.11271,Provisional
SRWMD,02322350,Mean,12/20/2021,22.53,Provisional,384.2,Provisional,7.466,Provisional,4.92104,Provisional,56.90604,Provisional,2.68917,Provisional,-0.06,Provisional,-0.08979,Provisional
SRWMD,02322350,Mean,12/21/2021,22.49,Provisional,383.6,Provisional,7.465,Provisional,4.90167,Provisional,56.65437,Provisional,2.68083,Provisional,-0.07,Provisional,0.37125,Provisional
SRWMD,02322350,Mean,12/22/2021,22.49,Provisional,383.1,Provisional,7.477,Provisional,5.04375,Provisional,58.2825,Provisional,2.67729,Provisional,-0.07,Provisional,-0.25458,Provisional
SRWMD,02322350,Mean,12/23/2021,22.48,Provisional,382.4,Provisional,7.481,Provisional,5.06125,Provisional,58.48437,Provisional,2.55979,Provisional,-0.01,Provisional,-0.51271,Provisional
SRWMD,02322350,Mean,12/24/2021,22.52,Provisional,382,Provisional,7.483,Provisional,5.01375,Provisional,57.97625,Provisional,2.675,Provisional,-0.01,Provisional,-0.53667,Provisional
SRWMD,02322350,Mean,12/25/2021,22.54,Provisional,381.6,Provisional,7.48,Provisional,4.98229,Provisional,57.63187,Provisional,2.66667,Provisional,-0.02,Provisional,-0.5425,Provisional
SRWMD,02322350,Mean,12/26/2021,22.59,Provisional,381.5,Provisional,7.48,Provisional,4.91896,Provisional,56.94583,Provisional,2.67958,Provisional,-0.01,Provisional,-0.52938,Provisional
SRWMD,02322350,Mean,12/27/2021,22.59,Provisional,381.4,Provisional,7.482,Provisional,4.90646,Provisional,56.8075,Provisional,2.82396,Provisional,0.22,Provisional,-0.50313,Provisional
SRWMD,02322350,Mean,12/28/2021,22.6,Provisional,381.1,Provisional,7.481,Provisional,4.89229,Provisional,56.65854,Provisional,2.72687,Provisional,0.2,Provisional,-0.48938,Provisional
SRWMD,02322350,Mean,12/29/2021,22.61,Provisional,380.9,Provisional,7.478,Provisional,4.89562,Provisional,56.70042,Provisional,2.45375,Provisional,0.03,Provisional,-0.48479,Provisional
SRWMD,02322350,Mean,12/30/2021,22.64,Provisional,380.9,Provisional,7.471,Provisional,4.83062,Provisional,55.97979,Provisional,0.01733,Provisional,0,Provisional,-0.48542,Provisional
SRWMD,02322350,Mean,12/31/2021,22.64,Provisional,381,Provisional,7.468,Provisional,4.81062,Provisional,55.74229,Provisional,0.18917,Provisional,0.08,Provisional,-0.47917,Provisional
SRWMD,02322350,Mean,01/01/2022,22.63,Provisional,381,Provisional,7.474,Provisional,4.85479,Provisional,56.25479,Provisional,0.94458,Provisional,0.16,Provisional,-0.49979,Provisional
SRWMD,02322350,Mean,01/02/2022,22.64,Provisional,380.7,Provisional,7.472,Provisional,4.84542,Provisional,56.15875,Provisional,0.76167,Provisional,0.29,Provisional,-0.50167,Provisional
SRWMD,02322350,Mean,01/03/2022,22.49,Provisional,380,Provisional,7.49,Provisional,5.01437,Provisional,57.94604,Provisional,1.89375,Provisional,0.44,Provisional,-0.41813,Provisional
SRWMD,02322350,Mean,01/04/2022,22.5,Provisional,379.5,Provisional,7.49,Provisional,5.04167,Provisional,58.27625,Provisional,2.53104,Provisional,0.04,Provisional,-0.50542,Provisional
SRWMD,02322350,Mean,01/05/2022,22.52,Provisional,382.7,Provisional,7.488,Provisional,4.97812,Provisional,57.56896,Provisional,2.75583,Provisional,-0.01,Provisional,-0.51167,Provisional
SRWMD,02322350,Mean,01/06/2022,22.52,Provisional,384.1,Provisional,7.489,Provisional,5.02687,Provisional,58.12729,Provisional,2.76187,Provisional,0.17,Provisional,-0.48729,Provisional
SRWMD,02322350,Mean,01/07/2022,22.53,Provisional,383.6,Provisional,7.487,Provisional,5.00875,Provisional,57.92396,Provisional,2.73583,Provisional,0.1,Provisional,-0.49646,Provisional
SRWMD,02322350,Mean,01/08/2022,22.53,Provisional,383,Provisional,7.485,Provisional,5.02854,Provisional,58.14979,Provisional,2.57604,Provisional,0.11,Provisional,-0.53771,Provisional
SRWMD,02322350,Mean,01/09/2022,22.59,Provisional,382.3,Provisional,7.479,Provisional,4.95583,Provisional,57.37854,Provisional,2.63917,Provisional,0.19,Provisional,-0.50021,Provisional
SRWMD,02322350,Mean,01/10/2022,22.56,Provisional,381.5,Provisional,7.478,Provisional,4.95125,Provisional,57.29937,Provisional,2.66,Provisional,0.42,Provisional,-0.51375,Provisional
SRWMD,02322350,Mean,01/11/2022,22.48,Provisional,381.9,Provisional,7.493,Provisional,5.09833,Provisional,58.915,Provisional,2.68167,Provisional,0.65,Provisional,-0.42104,Provisional
SRWMD,02322350,Mean,01/12/2022,22.53,Provisional,382.2,Provisional,7.487,Provisional,5.05708,Provisional,58.48062,Provisional,2.68896,Provisional,3.33,Provisional,-0.52833,Provisional
SRWMD,02322350,Mean,01/13/2022,22.53,Provisional,382.4,Provisional,7.482,Provisional,5.04792,Provisional,58.38292,Provisional,2.67979,Provisional,3.96,Provisional,-0.55438,Provisional
SRWMD,02322350,Mean,01/14/2022,22.49,Provisional,382.4,Provisional,7.489,Provisional,5.09979,Provisional,58.93917,Provisional,2.67979,Provisional,1.28,Provisional,-0.55583,Provisional
SRWMD,02322350,Mean,01/15/2022,22.51,Provisional,383.2,Provisional,7.489,Provisional,5.06917,Provisional,58.60083,Provisional,2.67833,Provisional,16.8,Provisional,-0.55979,Provisional
SRWMD,02322350,Mean,01/16/2022,22.49,Provisional,382.7,Provisional,7.488,Provisional,5.00354,Provisional,57.8275,Provisional,2.66375,Provisional,35.44,Provisional,-0.03625,Provisional
SRWMD,02322350,Mean,01/17/2022,22.45,Provisional,381.7,Provisional,7.498,Provisional,5.13458,Provisional,59.28375,Provisional,2.66792,Provisional,5.37,Provisional,-0.35479,Provisional
SRWMD,02322350,Mean,01/18/2022,22.44,Provisional,383.9,Provisional,7.501,Provisional,5.16812,Provisional,59.67021,Provisional,2.68354,Provisional,3.22,Provisional,-0.39146,Provisional
SRWMD,02322350,Mean,01/19/2022,22.19,Provisional,378.7,Provisional,7.481,Provisional,5.27062,Provisional,60.27563,Provisional,2.45679,Provisional,3.93,Provisional,-0.99354,Provisional
SRWMD,02322350,Mean,01/20/2022,22.54,Provisional,405.1,Provisional,7.421,Provisional,4.94604,Provisional,57.21979,Provisional,2.78708,Provisional,-0.32,Provisional,-1.9125,Provisional
SRWMD,02322350,Mean,01/21/2022,22.53,Provisional,404.7,Provisional,7.425,Provisional,4.81083,Provisional,55.6525,Provisional,2.81083,Provisional,-0.33,Provisional,-1.905,Provisional
SRWMD,02322350,Mean,01/22/2022,22.43,Provisional,403.3,Provisional,7.444,Provisional,5.00458,Provisional,57.76458,Provisional,2.82187,Provisional,-0.23,Provisional,-1.89396,Provisional
SRWMD,02322350,Mean,01/23/2022,22.44,Provisional,401.9,Provisional,7.452,Provisional,5.06854,Provisional,58.52646,Provisional,2.81542,Provisional,-0.29,Provisional,-1.83833,Provisional
SRWMD,02322350,Mean,01/24/2022,22.44,Provisional,400.5,Provisional,7.456,Provisional,5.07146,Provisional,58.54437,Provisional,2.81146,Provisional,-0.3,Provisional,-1.79771,Provisional
SRWMD,02322350,Mean,01/25/2022,22.49,Provisional,400.8,Provisional,7.448,Provisional,4.93604,Provisional,57.05375,Provisional,2.80646,Provisional,-0.32,Provisional,-1.82292,Provisional
SRWMD,02322350,Mean,01/26/2022,22.52,Provisional,402.6,Provisional,7.445,Provisional,4.91229,Provisional,56.80875,Provisional,2.80333,Provisional,-0.32,Provisional,-1.85083,Provisional
SRWMD,02322350,Mean,01/27/2022,22.53,Provisional,401.5,Provisional,7.447,Provisional,4.97687,Provisional,57.57292,Provisional,2.79937,Provisional,-0.32,Provisional,-1.82917,Provisional
SRWMD,02322350,Mean,01/28/2022,22.47,Provisional,400.4,Provisional,7.449,Provisional,4.98208,Provisional,57.55396,Provisional,2.79792,Provisional,-0.32,Provisional,-1.81063,Provisional
SRWMD,02322350,Mean,01/29/2022,22.39,Provisional,399.2,Provisional,7.461,Provisional,5.11833,Provisional,59.0375,Provisional,2.79625,Provisional,-0.31,Provisional,-1.79333,Provisional
SRWMD,02322350,Mean,01/30/2022,22.4,Provisional,397.6,Provisional,7.465,Provisional,5.12562,Provisional,59.13521,Provisional,2.79521,Provisional,-0.32,Provisional,-1.78313,Provisional
SRWMD,02322350,Mean,01/31/2022,22.48,Provisional,396.8,Provisional,7.458,Provisional,5.05208,Provisional,58.38479,Provisional,2.79208,Provisional,-0.33,Provisional,-1.77292,Provisional
SRWMD,02322350,Mean,02/01/2022,22.5,Provisional,396.2,Provisional,7.458,Provisional,5.04687,Provisional,58.34104,Provisional,2.79083,Provisional,-0.33,Provisional,-1.77958,Provisional
SRWMD,02322350,Mean,02/02/2022,22.55,Provisional,395.4,Provisional,7.454,Provisional,4.99854,Provisional,57.83437,Provisional,2.78792,Provisional,-0.33,Provisional,-1.70438,Provisional
SRWMD,02322350,Mean,02/03/2022,22.61,Provisional,395.1,Provisional,7.448,Provisional,4.92687,Provisional,57.07521,Provisional,2.78583,Provisional,-0.34,Provisional,-1.69729,Provisional
SRWMD,02322350,Mean,02/04/2022,22.62,Provisional,394.9,Provisional,7.446,Provisional,4.90854,Provisional,56.87771,Provisional,2.78479,Provisional,-0.33,Provisional,-1.77729,Provisional
SRWMD,02322350,Mean,02/05/2022,22.5,Provisional,395.3,Provisional,7.457,Provisional,5.00437,Provisional,57.84333,Provisional,2.78271,Provisional,-0.33,Provisional,-1.86417,Provisional
SRWMD,02322350,Mean,02/06/2022,22.46,Provisional,395.2,Provisional,7.453,Provisional,4.91312,Provisional,56.74812,Provisional,2.78792,Provisional,-0.3,Provisional,-1.81646,Provisional
SRWMD,02322350,Mean,02/07/2022,22.46,Provisional,395.1,Provisional,7.456,Provisional,4.98792,Provisional,57.60896,Provisional,2.78833,Provisional,-0.33,Provisional,-1.79938,Provisional
SRWMD,02322350,Mean,02/08/2022,22.47,Provisional,395.2,Provisional,7.451,Provisional,4.96479,Provisional,57.34833,Provisional,2.77875,Provisional,-0.33,Provisional,-2.11833,Provisional
SRWMD,02322350,Mean,02/09/2022,22.47,Provisional,395.3,Provisional,7.463,Provisional,5.08646,Provisional,58.76792,Provisional,2.77958,Provisional,-0.32,Provisional,-1.89875,Provisional
SRWMD,02322350,Mean,02/10/2022,22.48,Provisional,395.1,Provisional,7.465,Provisional,5.08812,Provisional,58.79271,Provisional,2.77812,Provisional,-0.31,Provisional,-1.85542,Provisional
SRWMD,02322350,Mean,02/11/2022,22.51,Provisional,395.2,Provisional,7.465,Provisional,5.07167,Provisional,58.63708,Provisional,2.775,Provisional,-0.33,Provisional,-1.78875,Provisional
SRWMD,02322350,Mean,02/12/2022,22.56,Provisional,395.3,Provisional,7.464,Provisional,4.96521,Provisional,57.46729,Provisional,2.7725,Provisional,-0.33,Provisional,-1.80646,Provisional
SRWMD,02322350,Mean,02/13/2022,22.55,Provisional,395.3,Provisional,7.463,Provisional,4.96271,Provisional,57.42229,Provisional,2.76979,Provisional,-0.25,Provisional,-1.82979,Provisional
SRWMD,02322350,Mean,02/14/2022,22.45,Provisional,395.2,Provisional,7.482,Provisional,5.155,Provisional,59.52667,Provisional,2.77083,Provisional,-0.34,Provisional,-1.79896,Provisional
SRWMD,02322350,Mean,02/15/2022,22.47,Provisional,395.4,Provisional,7.482,Provisional,5.14396,Provisional,59.425,Provisional,2.76542,Provisional,0.1,Provisional,-1.75542,Provisional
SRWMD,02322350,Mean,02/16/2022,22.57,Provisional,396.5,Provisional,7.472,Provisional,5.02479,Provisional,58.17333,Provisional,2.76458,Provisional,-0.33,Provisional,-1.75229,Provisional
SRWMD,02322350,Mean,02/17/2022,22.62,Provisional,396.2,Provisional,7.467,Provisional,4.94125,Provisional,57.26187,Provisional,2.76333,Provisional,-0.33,Provisional,-1.77313,Provisional
SRWMD,02322350,Mean,02/18/2022,22.65,Provisional,397.2,Provisional,7.461,Provisional,4.86125,Provisional,56.35458,Provisional,2.7625,Provisional,-0.34,Provisional,-1.81375,Provisional
SRWMD,02322350,Mean,02/19/2022,22.53,Provisional,397.2,Provisional,7.478,Provisional,5.06729,Provisional,58.6225,Provisional,2.76167,Provisional,-0.34,Provisional,-1.83146,Provisional
SRWMD,02322350,Mean,02/20/2022,22.51,Provisional,397.2,Provisional,7.482,Provisional,5.07812,Provisional,58.72292,Provisional,2.75771,Provisional,-0.2,Provisional,-1.79438,Provisional
SRWMD,02322350,Mean,02/21/2022,22.59,Provisional,397.3,Provisional,7.47,Provisional,4.99771,Provisional,57.88417,Provisional,2.75667,Provisional,-0.33,Provisional,-1.77521,Provisional
SRWMD,02322350,Mean,02/22/2022,22.64,Provisional,400.1,Provisional,7.467,Provisional,4.94208,Provisional,57.28479,Provisional,2.75542,Provisional,-0.18,Provisional,-1.7725,Provisional
SRWMD,02322350,Mean,02/23/2022,22.63,Provisional,400.3,Provisional,7.469,Provisional,4.91229,Provisional,56.93417,Provisional,2.75521,Provisional,0.43,Provisional,-1.735,Provisional
SRWMD,02322350,Mean,02/24/2022,22.65,Provisional,400.4,Provisional,7.466,Provisional,4.89708,Provisional,56.76708,Provisional,2.755,Provisional,0.37,Provisional,-1.79688,Provisional
SRWMD,02322350,Mean,02/25/2022,22.64,Provisional,400.5,Provisional,7.467,Provisional,4.88437,Provisional,56.61479,Provisional,2.75354,Provisional,-0.31,Provisional,-1.45188,Provisional
SRWMD,02322350,Mean,02/26/2022,22.64,Provisional,404.6,Provisional,7.467,Provisional,4.89333,Provisional,56.71917,Provisional,2.75187,Provisional,-0.31,Provisional,-1.70937,Provisional
SRWMD,02322350,Mean,02/27/2022,22.64,Provisional,404.4,Provisional,7.468,Provisional,4.86542,Provisional,56.40146,Provisional,2.74792,Provisional,-0.29,Provisional,-1.45563,Provisional
SRWMD,02322350,Mean,02/28/2022,22.55,Provisional,404.2,Provisional,7.465,Provisional,4.78062,Provisional,55.31667,Provisional,2.74917,Provisional,0.29,Provisional,-1.83458,Provisional
SRWMD,02322350,Mean,03/01/2022,22.56,Provisional,404.7,Provisional,7.473,Provisional,4.98875,Provisional,57.73542,Provisional,2.75104,Provisional,-0.31,Provisional,-1.77438,Provisional
SRWMD,02322350,Mean,03/02/2022,22.54,Provisional,405.2,Provisional,7.474,Provisional,4.9975,Provisional,57.81833,Provisional,2.74687,Provisional,-0.33,Provisional,-1.71229,Provisional
SRWMD,02322350,Mean,03/03/2022,22.55,Provisional,405.3,Provisional,7.476,Provisional,4.98875,Provisional,57.72562,Provisional,2.74833,Provisional,0.06,Provisional,-1.77292,Provisional
SRWMD,02322350,Mean,03/04/2022,22.59,Provisional,405.1,Provisional,7.471,Provisional,4.94187,Provisional,57.22333,Provisional,2.74583,Provisional,-0.32,Provisional,-1.67417,Provisional
SRWMD,02322350,Mean,03/05/2022,22.65,Provisional,405.1,Provisional,7.464,Provisional,4.86208,Provisional,56.35625,Provisional,2.74458,Provisional,-0.03,Provisional,-1.56854,Provisional
SRWMD,02322350,Mean,03/06/2022,22.64,Provisional,405,Provisional,7.468,Provisional,4.85396,Provisional,56.25917,Provisional,2.74396,Provisional,-0.23,Provisional,-1.51063,Provisional
SRWMD,02322350,Mean,03/07/2022,22.64,Provisional,404.9,Provisional,7.475,Provisional,4.85958,Provisional,56.33125,Provisional,2.7425,Provisional,-0.32,Provisional,-1.44688,Provisional
SRWMD,02322350,Mean,03/08/2022,22.68,Provisional,404.7,Provisional,7.468,Provisional,4.81,Provisional,55.79125,Provisional,2.74187,Provisional,-0.32,Provisional,-1.565,Provisional
SRWMD,02322350,Mean,03/09/2022,22.69,Provisional,379.5,Provisional,7.427,Provisional,4.99646,Provisional,58.01729,Provisional,2.72604,Provisional,7.02,Provisional,-0.19104,Provisional
SRWMD,02322350,Mean,03/10/2022,22.57,Provisional,394.4,Provisional,7.422,Provisional,4.92917,Provisional,57.05708,Provisional,2.70667,Provisional,6.32,Provisional,2.1,Provisional
SRWMD,02322350,Mean,03/11/2022,22.51,Provisional,391,Provisional,7.415,Provisional,4.91187,Provisional,56.78062,Provisional,2.6625,Provisional,0,Missing Data,3.81521,Provisional
SRWMD,02322350,Mean,03/12/2022,22.53,Provisional,393.9,Provisional,7.411,Provisional,5.04562,Provisional,58.36146,Provisional,2.70375,Provisional,549.52,Provisional,1.22729,Provisional
SRWMD,02322350,Mean,03/13/2022,22.33,Provisional,396,Provisional,7.427,Provisional,5.17854,Provisional,59.67937,Provisional,2.69604,Provisional,390.77,Provisional,0.49458,Provisional
